seed_rank_within_source,source,role,item_id,stratum,direction,claim_sha,claim,evidence
175,scifact,reserve,g24a_scifact_1182,scifact/SUPPORT,increase,0610ea6d765c,The Snf1 complex regulates carbon and energy metabolism in baker's yeast (Saccharomyces cerevisiae).,"We for the first time identified Snf1's global regulation on gene and protein expression levels, and showed that yeast Snf1 has a far more extensive function in controlling energy metabolism than reported earlier."
176,scifact,reserve,g24a_scifact_1249,scifact/CONTRADICT,decrease,480fd9668b68,The peak incidence of fractures occurs in toddlers.,"CONTEXT The incidence of distal forearm fractures in children peaks around the time of the pubertal growth spurt, possibly because physical activity increases at the time of a transient deficit in cortical bone mass due to the increased calcium demand during maximal skeletal growth."
177,scifact,reserve,g24a_scifact_807,scifact/SUPPORT,increase,c9ae23db4613,Most termination events in Okazaki fragments are dictated by initiation patterns.,"The replication profile is predominantly determined by the kinetics of origin firing, allowing us to reconstruct chromosome-wide timing profiles from an asynchronous culture."
178,scifact,reserve,g24a_scifact_808,scifact/SUPPORT,increase,7626e6a4d16c,Most termination events in Okazaki fragments are sequence specific.,"Via the deep sequencing of Okazaki fragments, we comprehensively document replication fork directionality throughout the S. cerevisiae genome, which permits the systematic analysis of initiation, origin efficiency, fork progression, and termination."
179,scifact,reserve,g24a_scifact_633,scifact/CONTRADICT,decrease,0870eeb8c6eb,Inhibiting focal adhesion formation increases the rate at which cells convert mechanical strain into inflammation and fibrosis.,Fibroblast-specific FAK knockout mice have substantially less inflammation and fibrosis than control mice in a model of hypertrophic scar formation. These findings collectively indicate that physical force regulates fibrosis through inflammatory FAK–ERK–MCP-1 pathways and that molecular strategies targeting FAK can effectively uncouple mechanical force from pathologic scar formation.
180,scifact,reserve,g24a_scifact_926,scifact/SUPPORT,increase,8974d7a407c4,Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.,"For example, the adjusted odds ratio for patients with breast cancer in the least compared with most deprived fifth of deprivation was 0.63 (95% confidence interval 0.60 to 0.66) and the adjusted odds ratio for patients with lung cancer aged 80-89 compared with those aged 50-59 was 3.13 (2.93 to 3.34). There were some improvements in disparities between age groups but not for patients living in deprived areas over time. For example, 67.4% (3529/5237) of patients in the most deprived fifth of deprivation had anterior resection for rectal cancer compared with 75.5% (4497/5959) of patients in the least deprived fifth (1.34, 1.22 to 1.47)."
181,scifact,reserve,g24a_scifact_1043,scifact/SUPPORT,increase,c51593d9a71e,Retinoic acid receptor-related orphan receptor gamma (RORγ) is a therapeutic target for castration-resistant prostate cancer (CRPC),"Finally, ROR-γ antagonists suppressed tumor growth in multiple AR-expressing, but not AR-negative, xenograft PCa models, and they effectively sensitized CRPC tumors to enzalutamide, without overt toxicity, in mice. Taken together, these results establish ROR-γ as a key player in CRPC by acting upstream of AR and as a potential therapeutic target for advanced PCa."
182,scifact,reserve,g24a_scifact_1366,scifact/SUPPORT,increase,38121fbf229d,VgrG (Tssl) protein punctures membranes by forming a spike at the tip of the tube apparatus.,"The T6SS organelle is functionally analogous to contractile tails of bacteriophages and is thought to attack cells by initially penetrating them with a trimeric protein complex called the VgrG spike. Here we report that proteins from the PAAR (proline-alanine-alanine-arginine) repeat superfamily form a sharp conical extension on the VgrG spike, which is further involved in attaching effector domains to the spike."
183,scifact,reserve,g24a_scifact_795,scifact/SUPPORT,increase,d5b02f78dca2,Mitochondria play a major role in apoptosis.,"Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis."
184,scifact,reserve,g24a_scifact_1015,scifact/SUPPORT,increase,e114ed05c3fc,Rapamycin delays aging in fruit flies.,We show here that feeding rapamycin to adult Drosophila produces the life span extension seen in some TOR mutants.
185,scifact,reserve,g24a_scifact_157,scifact/SUPPORT,increase,cc0b7acf42a7,BLM gene encodes RecQ-class DNA helicase.,"cDNA analysis of the candidate gene identified a 4437 bp cDNA that encodes a 1417 amino acid peptide with homology to the RecQ helicases, a subfamily of DExH box-containing DNA and RNA helicases."
186,scifact,reserve,g24a_scifact_904,scifact/SUPPORT,increase,119dfe6624aa,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,"Thus, activation of CLEC-2 by PDPN rearranges the actin cytoskeleton in DCs to promote efficient motility along stromal surfaces."
187,scifact,reserve,g24a_scifact_330,scifact/CONTRADICT,decrease,e20a9fff60f3,Deltex has no known interactions with eIF3f.,"We also show that eIF3f is recruited to activated Notch on endocytic vesicles by the putative E3 ubiquitin ligase Deltex1, which serves as a bridging factor."
188,scifact,reserve,g24a_scifact_752,scifact/SUPPORT,increase,3decb8504425,Major vault protein regulates sorting of tumor suppressive miR-193a into EVs.,"Knockout of MVP leads to miR-193a accumulation in the exosomal donor cells instead of exosomes, inhibiting tumour progression."
189,scifact,reserve,g24a_scifact_463,scifact/SUPPORT,increase,4145dcba99ca,Genomic aberrations of metastases provide information for targeted therapy.,Mouse tumors that mimic the genetic heterogeneity of human cancers can aid our understanding of the clonal evolution of metastasis and provide a realistic model for the testing of novel therapies.
190,scifact,reserve,g24a_scifact_308,scifact/CONTRADICT,decrease,e9c2135021d9,DUSP4 downregulation deactivates the Ras-ERK pathway,"Low concentrations of dual specificity protein phosphatase 4 (DUSP4), an ERK phosphatase, correlated with high post-NAC tumor cell proliferation and with basal-like breast cancer (BLBC) status. BLBC had higher DUSP4 promoter methylation and gene expression patterns of Ras-ERK pathway activation relative to other breast cancer subtypes. Thus, DUSP4 downregulation activates the Ras-ERK pathway in BLBC, resulting in an attenuated response to anti-cancer chemotherapy."
191,scifact,reserve,g24a_scifact_436,scifact/SUPPORT,increase,faceeb16ea24,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,"Although chromosomal histones are stable, excess (non-chromatin bound) histones are rapidly degraded in a Rad53 (radiation sensitive 53) kinase-dependent manner in Saccharomyces cerevisiae. Here we demonstrate that excess histones associate with Rad53 in vivo and seem to undergo modifications such as tyrosine phosphorylation and polyubiquitylation, before their proteolysis by the proteasome."
192,scifact,reserve,g24a_scifact_625,scifact/SUPPORT,increase,c7f901bb5b09,Induced hepatic stem cells possess the potential to differentiate into hepatocytic cells.,iHepSCs can be stably expanded in vitro and possess the potential of bidirectional differentiation into both hepatocytic and cholangiocytic lineages.
193,scifact,reserve,g24a_scifact_621,scifact/SUPPORT,increase,7122ad9f4882,Individuals with Alzheimers who participate in six months of physical activity improve cognitive function for up to 18 months.,"RESULTS In an intent-to-treat analysis, participants in the intervention group improved 0.26 points (95% confidence interval, -0.89 to 0.54) and those in the usual care group deteriorated 1.04 points (95% confidence interval, 0.32 to 1.82) on the ADAS-Cog at the end of the intervention. CONCLUSIONS In this study of adults with subjective memory impairment, a 6-month program of physical activity provided a modest improvement in cognition over an 18-month follow-up period."
194,scifact,reserve,g24a_scifact_1062,scifact/SUPPORT,increase,ea2c7f0d098a,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,"Here, we show that SNO-GAPDH physiologically transnitrosylates nuclear proteins, including the deacetylating enzyme sirtuin-1 (SIRT1), histone deacetylase-2 (HDAC2) and DNA-activated protein kinase (DNA-PK)."
195,scifact,reserve,g24a_scifact_155,scifact/SUPPORT,increase,8ebada0fc670,BCL-2 activation antagonizes the apoptotic effects of c-Myc.,"Eliminating BCL-2 yielded rapid loss of leukemic cells and significantly prolonged survival, formally validating BCL-2 as a rational target for cancer therapy."
196,scifact,reserve,g24a_scifact_804,scifact/SUPPORT,increase,100324aa2dd8,Monoclonal antibody targeting of N-cadherin inhibits growth.,"Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro."
197,scifact,reserve,g24a_scifact_1128,scifact/SUPPORT,increase,5503e143f86a,T cell receptor /CD3 microdomains are required to induce the immunologic synapse.,T cell receptor (TCR-CD3) triggering involves both receptor clustering and conformational changes at the cytoplasmic tails of the CD3 subunits. This conformational change at CD3 reverts upon ligand dissociation and is required for T cell activation.
198,scifact,reserve,g24a_scifact_749,scifact/SUPPORT,increase,c6d839a568dc,Major antigen-induced signals from the T cell receptor and secondary signals from costimulatory receptors are required for T cell activation.,Ligation of the CD28 receptor on T cells provides a critical second signal alongside T cell receptor (TCR) ligation for naive T cell activation.
